Naam;Image URL;Aanbod;tekstveld (250 karakters);Hoe kan je winkelen;Adres;Postcode;Gemeente;Telefoonnummer;Link;E-mail;Column 12;Column 13;Cityzine;Column 15;Omschrijving;Link;image_path
Bakkerij Okoro;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/efe6e4b4f331dfcfc420aeab522e4259;Dranken en voeding;Bakkerij Okoro, de feelgoodbakkerij waar alles met passie in huis gemaakt wordt. De specialiteiten zijn brood -véél soorten- drooggebak en biscuit met slagroom. Hier wordt ook de Van Eyck-peperkoek gebakken met de kruiden van Tierenteyn-Verlent.;;Brugsesteenweg 180;9000;Gent;092370359;https://www.okoro.be/nl/online-bestellen?widget-location=%2Fbe-nl%2Fbroodenbanketokoro;info@okoro.be;92370359;;;;;https://www.okoro.be/nl/online-bestellen?widget-location=%2Fbe-nl%2Fbroodenbanketokoro;https://stad.gent/sites/default/files/webform/winkels/6838/927%5B1%5D.jpg
Be-Angeled;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/4b0536273c843597f55b5e4a16551888;"Accessoires;Juwelen;Kleding;Schoenen";"Be-Angeled Private Shop is al 15 jaar een paradijsje achter gesloten deuren en waar je wordt ontvangen met een big smile en glaasje bubbels.
 Service is voor ons het allerbelangrijkste.
 Hier kan je als vrouw jezelf zijn en speciaal voelen.";;Rabotstraat 1;9000;Gent;0473462381;https://www.be-angeled.com/;info@be-angeled.com;473462381;;;;;https://www.be-angeled.com/;https://stad.gent/sites/default/files/webform/winkels/6837/shop2.JPG
Belle Optiek;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/b46bb2d1cc72a7b839f3268e7c396758;Accessoires;"270 m2 oogzorg voor je ogen!
Bij Belle Optiek geven we je niet alleen een beter en helder zicht, we maken je ook mooier, gezonder zowel uiterlijk als innerlijk!
We werken steeds OP AFSPRAAK voor correctie bepaling en/of kiezen van nieuwe bril";;Hemelrijkstraat;9051;Sint-Denijs-Westrem;092220528;https://www.belleoptiek.be;;;;;;;https://www.belleoptiek.be;https://communicatie-digitaal.gent.be/kooplokaal/BelleOptiek.jpg
Blend, Wijnbar & Wijnwinkel;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ddb596c41780cc52ffa23481f0ca0e24;Dranken en voeding;"Blend is een heerlijke combinate van Wijnbar en Wijnwinkel met een ruime keuze van steeds 30 wijnen per glas en 400 per fles.
Uitgebreid hapjes assortiment en dit alles met het mooiste terras van Gent !";;Kuiperskaai 14;9000;Gent;0497172085;https://www.blendwijnhandel.be;info@uncorked.be;497172085;;;;;https://www.blendwijnhandel.be;https://stad.gent/sites/default/files/webform/winkels/11923/blend%20charcuterie.jpg
Boekhandel De Slegte;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/5fbf327eee814797341cc5c6baceb73e;Boeken;De Slegte Gent is te vinden in het hartje van Gent en is gehuisvest in een schitterend pand met maar liefst 5 verdiepingen! Naast een voortdurend wisselend aanbod in uitgeversrestanten en tweedehands, verkopen wij ook vele antiquarische titels.;;Voldersstraat 7;9000;Gent;092255918;https://www.deslegte.com/;ilse.vanbelleghem@deslegte.com;92255918;;;;;https://www.deslegte.com/;https://stad.gent/sites/default/files/webform/winkels/7473/romans.jpg
Bogaert Bedding;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/dda9b0e524b48b0f067fe5603d2b61d0;Wonen;Bogaert Bedding bestaat al meer dan 50 jaar. We verdelen de topmerken Auping - Lattoflex en Tempur. Steeds gratis geleverd en gratis geplaatst.;;Frederik Burvenichstraat 106;9050;Gentbrugge;09 230 27 24;https://www.bogaertbedding.be;info@bogaertbedding.be;09 230 27 24;;;;;https://www.bogaertbedding.be;https://stad.gent/sites/default/files/webform/winkels/9071/logo_BogaertBedding_700x0_0.png
Brilconcept;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/7df00c1005cfbbdc161dbfe28b4f0de7;Beauty;Wij vinden dat het kopen van een bril leuk en gemakkelijk moet zijn, en dat iedereen een bril van de beste kwaliteit moet kunnen kopen. Alles rechtstreeks van de fabrikant, zonder een fortuin uit te geven. Gratis oogmeting door gediplomeerde opticien.;;Dok Noord 7;9000;Gent;09 2779389;https://www.brilconcept.be;kristel@brilconcept.be;0494 685431;;;;;https://www.brilconcept.be;https://stad.gent/sites/default/files/webform/winkels/10477/GentShop.jpg
Chambrang;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/4f304a4ce30206eb8aebe353842af59e;"Accessoires;Kleding";"Chambrang is een marktplaats voor ontwerpers met een liefde voor traditionele productiemethoden. Je kan er kennismaken met het maakproces en de persoonlijke verhalen achter de producten. 
 
 Elke zaterdag zijn we open voor publiek tussen 12u en 18u.";;Leiestraat 43;9000;Gent;;https://www.chambrang.com;info@chambrang.com;479681794;;;;;https://www.chambrang.com;https://stad.gent/sites/default/files/webform/winkels/7934/201212%20Chambrang%20Winkel%20-1_0.jpg
Chi Arte;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/2fde9f5dd91a57cd004bea409d3b80a2;"Beauty;Sport";;;Luxemburgstraat 70;9000;Gent;0479947663;https://www.chi-arte.be;info@chi-arte.be;479947663;;;;;https://www.chi-arte.be;https://stad.gent/sites/default/files/webform/winkels/11857/YOSA_CHIARTE_0275_lr.jpg
Chocolaterie Van Lerberge;;Dranken en voeding;Ambachtelijke chocolade in allerlei mooie valentijn verpakkingen.Ook chocolade hartjes in verschillende vormen.Dit alles met veel liefde ingepakt.;;Kortrijksesteenweg 643;9000;Gent;092218771;http://www.vanlerberge.be/;Chocolaterievl@gmail.com;;;;;;http://www.vanlerberge.be/;https://scontent-bru2-1.xx.fbcdn.net/v/t1.6435-9/159865263_2685250918265589_6926314087527421623_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=973b4a&_nc_ohc=4CctlWJE-iEAX-7z9mQ&_nc_ht=scontent-bru2-1.xx&oh=ebb74fcf32fec7666202d6dbba2a6d69&oe=60AF2141
Codima;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/c7347f80e7bbdd3fe7f265685df3c224;Elektronica;"Codima is al sedert 2004 de Gentse referentie voor alles wat computers & toebehoren betreft.
We bouwen jouw ultieme game pc. 
Zoek je een zakelijke laptop?
Problemen met je computer, laptop, tablet of apple product?
Codima repareert het allemaal.";;Kortrijksesteenweg 875;9000;Gent;093886646;http://www.codima.be;;;;;;;http://www.codima.be;https://stad.gent/sites/default/files/webform/winkels/6759/afbeelding_2020-11-12_115218.png
De Kaft;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/72b0ab06c60057f07740946db7b5d2a1;Boeken;Sinds 1972 het walhalla voor voordelige en gezochte tweedehandsboeken in Gent.;;Nederkouter 8;9000;Gent;093293110;https://www.dekaft.be;leen@dekaft.be;497610458;;;;;https://www.dekaft.be;https://stad.gent/sites/default/files/webform/winkels/11899/Opening%20nieuwe%20winkel_%C2%A9%20Bram%20Callaert_03_mailchimp.jpg
De Speelfontein;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/16590be82eccdc5f6c83b878c8cd4d41;"Boeken;Kinderen;Kleding;Speelgoed";Dit is hét adres voor als je wil genieten van een schattenzolder vol speelgoed! Prachtige collectie duurzaam, verantwoord speelgoed en ecologische kledij, van kleinschalige projecten met eerbied voor mens en natuur.;;koningin astridlaan 169;9000;Gent;092800530;http://www.despeelfontein.be;;;;;;;http://www.despeelfontein.be;https://stad.gent/sites/default/files/webform/winkels/6727/694.jpg
Dok Interiors;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/268ce14d3baee8e2ba5a89df168a84ae;"Accessoires;Wonen";Dok Interiors is een plek waar wij, interieuradviseurs, telkens voor jou klaarstaan en met plezier de juiste sofa, lamp, tafel, accessoires,... van de merken Xooon, Henders&Hazel en Coco Maison zoeken om van jouw huis een echte thuis te maken.;;Dok Noord 7;9000;Gent;092337083;http://www.dokinteriors.be;;;;;;;http://www.dokinteriors.be;https://stad.gent/sites/default/files/webform/winkels/6773/winkel%20dok%20interiors.png
DreamCATchers Vzw;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/2cbfde91da59e46be1a33c9ef22b4bbb;"Accessoires;Dranken en voeding";"Naast ons poezenadoptiecafé, kan je ook terecht in onze shop waar je alles kan vinden voor jouw kat.
 
 De opbrengsten van zowel het café als de shop gaan naar onze vzw die vooral als doel heeft om betrouwbare en accurate informatie te verschaffen.";;Schepenhuisstraat 17;9000;Gent;09 310 40 35;https://wearedreamcatchers.be/nl/producten;hello@wearedreamcatchers.be;#ERROR!;;;;;https://wearedreamcatchers.be/nl/producten;https://stad.gent/sites/default/files/webform/winkels/7767/42604392_2386742978219217_7293110603277664256_o.jpg
Eurabo cvba;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/6d78d5fb20cbd4c3253f802ebf8f9113;"Hobby en DIY;Wonen";Bio-ecologische houtbouw- en isolatiematerialen, deskundig advies voor vakman en consument.;;Wiedauwkaai 87;9000;Gent;09 216 46 40;https://https://www.eurabo.be/;info@eurabo.be;09 216 46 40;;;;;https://https://www.eurabo.be/;https://stad.gent/sites/default/files/webform/winkels/9160/180420_kantoorgent_MarbleMoon_05.jpg
Fietsen Roman;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/791b572721545367985714e396d89511;Fietsen en auto's;Aankoop en verkoop van nieuwe en tweedehandsfietsen. Ook voor snelle, kwalitatieve herstellingen aan correcte prijzen ben je bij Fietsen Roman aan het juiste adres.;;Kortrijksepoortstraat 21;9000;Gent;0487146096;https://fietsenroman.be;;;;;;;https://fietsenroman.be;https://stad.gent/sites/default/files/webform/winkels/8665/123135007_1225712804480567_6625318080300992676_n.jpg
Fotografie Nicky Apers;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ffe3c72f80d90f86efcd64f7c151f562;"Accessoires;Hobby en DIY";"Jouw vakfotograaf uit Mariakerke. Maak een afspraak voor jouw pasfoto's. Fotograaf Nicky Apers maakt het verschil. 
Online service voor foto's, gadgets en kaartjes: https://www.spector.be/nl?dopi=7B47B818-D547-40B8-B967-E42F3BDA378C&shp=spector
Online service voor kaders: https://nickyapers-mariakerke.deknudtframes.be/nl/home";;Brugsesteenweg 492d;9030;Mariakerke;093741403;http://www.facebook.com/fotonickyapers;;;;;;;http://www.facebook.com/fotonickyapers;https://stad.gent/sites/default/files/webform/winkels/6689/621135_10151040845958990_717523270_o.jpg
Galerie Pont en Plas;;Juwelen;Galerie Pont en Plas is gelegen op de hoek van de wereldberoemde Graslei en de Hooiaard in Gent. De galerie biedt een bijzondere collectie handgemaakte hedendaagse kunstjuwelen, ontworpen voor man en vrouw.;;Hooiaard 6;9000;Gent;;https://www.pontenplas.be;info@pontenplas.be;0486 633954;;;;;https://www.pontenplas.be;
Gemaflor - Wijndomein Vandersteene;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ed4a6a0a63659cb459f5f05584065325;"Dranken en voeding;Koken en tafelen;Planten en bloemen;";Wij combineren twee van de grote plezieren in het leven, bloemen en wijn. U kan bij ons terecht voor huisgemaakte Gentse schuimwijn, evenals het prachtige aanbod verse bloemen en planten waarmee wij door de jaren heen een sterke reputatie opbouwden.;;Krekelstraat 32a;9052;Zwijnaarde;092219595;https://www.gemaflor.eu;info@gemaflor.eu;09 221 95 95v;;;;;https://www.gemaflor.eu;https://stad.gent/sites/default/files/webform/winkels/11471/algemeen%20-%20over%20ons%20%284%29.jpg
Gent in eu mande;;Dranken en voeding;Een goedgevulde cadeaumand - onze mandevullers zijn 9 Gentse handelaars: bier - wijn - theedoek - limoncello- granola - sokken - geroosterde paprika’s - Chili saus & kombucha...;;;9000;Gent;0499985713;www.gentineumande.be;;;;;;;www.gentineumande.be;https://scontent-bru2-1.xx.fbcdn.net/v/t1.6435-9/131962792_209587050783341_7115803720062965968_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=a26aad&_nc_ohc=t8pfLH3ujYgAX_ZJO-U&_nc_ht=scontent-bru2-1.xx&oh=7331b63da5ab451a31dcd286de0d2a57&oe=60DDB5F5
GIKS;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/60f9eb55b6bee766e291dd69ff4c98e3;"Accessoires;Juwelen;Kleding";GIKS is een Belgische mode retailer met een ruim aanbod mooie modemerken voor dames, heren en kinderen. Op onze webshop vind je de laatste mode trends in verschillende brands nu aan -15%. Gratis verzending vanaf €50 | gratis retour;;Schoendalestraat, 54 a;9051;Sint-Denijs-Westrem;056620014;https://www.giks.be;marketing@giks.be;478223592;;;;;https://www.giks.be;https://stad.gent/sites/default/files/webform/winkels/6791/145x145_bannersiteGent.jpg
Het Bezige Bijtje;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/a53136bd6a29a6d38f3bf6ffec9b9911;"Accessoires;Kinderen;Speelgoed";Handgemaakte houten decoratie-, geschenk-, bedrijfs-, huwelijks-, communie-, geboorte-, verjaardags- en doopartikelen gepersonaliseerd en op maat. Als ergotherapeute werk ik samen met mensen met een psycische en/of fysische beperking.;;Serpentstraat, 9;9000;Gent;0473630914;http://www.hetbezigebijtje.be;info@hetbezigebijtje.be;473630914;;;;;http://www.hetbezigebijtje.be;https://stad.gent/sites/default/files/webform/winkels/6890/groeimeter-kapstokkenmuur.jpg
House of Caviar & Fine Food;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/9a647f99369c70e44064bbb6feede6b5;"Accessoires;Dranken en voeding;Koken en tafelen";"Kaviaar, Champagne en Delicatessen.
Takeaway & Eat-in.
Kom genieten in onze gezellige Champagnebar, cocktails, heerlijke hapjes, fantastische Kaviaar voor ieders budget!
Uniek in Gent een ervaring om niet snel te vergeten";;Henegouwenstraat 6;9000;Gent;0473877325;https://www.houseofcaviar.be;j.hautekeete@houseofcaviar.be;473877325;;;;;https://www.houseofcaviar.be;https://stad.gent/sites/default/files/webform/winkels/12439/Shop%20121214_0.jpg
Huiszwaluw Home;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/d16cabff548902fc7b302f50f398bd12;"Accessoires;Boeken;Juwelen;Kinderen;Planten en bloemen;Wonen";Originele geschenken en interieurobjecten van nieuwe en gevestigde namen uit binnen- en buitenland. Van luster tot plantenhouder, van mok tot kinderkeukentje. Het aanbod wordt dagelijks aangevuld.;;Onderbergen 51;9000;Gent;;http://www.huiszwaluw.com;;;;;;;http://www.huiszwaluw.com;https://stad.gent/sites/default/files/webform/winkels/6720/mini_Huiszwaluw%20Home%201.jpg
Instituut Una;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/c6ad2d9c412d731961116d4903a770e1;"Accessoires;Beauty";Bij ons krijg je gespecialiseerde en persoonlijke aanpak waarbij jij centraal staat. Waarbij het helemaal draait om jou goed, mooi en gezond te doen voelen in alle aspecten van je leven. En mag dat nu net het geen zijn wat ons Uniek maakt.;;Gaversesteenweg 188;9052;Zwijnaarde;0489885482;https://www.instiuut-una.be;;;;;;;https://www.instiuut-una.be;https://stad.gent/sites/default/files/webform/winkels/8483/UNA_SEPT-172.jpg
Jan D'Hauwe;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/e65c9d276546c6cb95f87b527c7b3d28;Dranken en voeding;Alle wild en gevogelte.;;Antwerpsesteenweg 384;9040;Sint-Amandsberg;09 228 28 66;https://www.dhauwe.com;info@dhauwe.com;09 228 28 66;;;;;https://www.dhauwe.com;https://stad.gent/sites/default/files/webform/winkels/9070/IMAG0050.jpg
Joost Arijs;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/9fbc88905f87bc4775d8f0064e9ad7e8;Dranken en voeding;Hemelse en no-nonsense patisserie. Geen zware smaakcombinaties, gekke tierlantijntjes of drukke decoraties, maar puurheid van ingrediënten, verfijnde smaken en texturen. Perfectie en vernieuwing, in één!;;Vlaanderenstraat 24;9000;Gent;093362310;https://joostarijs.be/;info@joostarijs.be;09 336 23 10;;;;;https://joostarijs.be/;https://stad.gent/sites/default/files/webform/winkels/10966/JoostArijs_18102017_RNM-81%20%282%29%20kopie.jpg
Just Hazel Feelgoodstore;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/284cda68826c6ef8ae50bba0a5953925;"Accessoires;Beauty;Dranken en voeding;Juwelen;Kinderen;Kleding;Koken en tafelen;Planten en bloemen;Schoenen;Wonen";Fair fashion, eco deco & (h)eerlijkheden! Snuister in onze eerlijke kleding, accessoires en lifestyle spulletjes. Alles is er ‘JUST’: juist geproduceerd, juiste materialen, juist gevoel: budgetvriendelijke pareltjes van merken met een met mooi karma!;;Burgstraat 14;9000;Gent;0472936897;http://www.justhazel.be;;;;;;;http://www.justhazel.be;https://communicatie-digitaal.gent.be/kooplokaal/justhazel.jpg
Juttu;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/c4d314e382dbc37cd7afb687b9dd7c19;"Accessoires;Beauty;Boeken;Dranken en voeding;Hobby en DIY;Juwelen;Kleding;Koken en tafelen;Muziek, film en games;Planten en bloemen;Schoenen;Wonen";Laat je inspireren door onze verschillende rubrieken: fashion, deco & food en kom meer te weten over onze unieke mix van sterke merken en lokale initiatieven. Voor ruimdenkende, positieve, hippe, kritische en bewuste shoppers.;;Kouterdreef 2;9000;Gent;09 375.24.27;https://www.juttu.be;hanneleen.vannuffel@retailconcepts.be;477375989;;;;;https://www.juttu.be;https://stad.gent/sites/default/files/webform/winkels/7839/Juttu%20Gent%20%282%29.png
Ken Shoe Fashion Gent;;Schoenen;Wij zijn een winkel gespecialiseerd in schoeisel en lederwaren. Een deel van ons assortiment wordt getoond op instagram en kan via PB besteld worden en afgehaald op bepaald tijdstip!;;Grootkanonplein 2;9000;Gent;;https://www.instagram.com/kenshoefashiongent/;luca.stevens@hotmail.com;498712305;;;;;https://www.instagram.com/kenshoefashiongent/;
KROKETJE.BE;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/edb6fcb41fa618031b0bda8ef652f7f8;Dranken en voeding;"Kroketje.be levert artisanale & 100%-handmade top-kroketjes bij jullie thuis! Van klassieke smaken tot uitdagende kroketjes van de maand.
Ook vegan- & glutenvrije kroketjes in ons aanbod.";;Citadellaan 39;9000;Gent;0471/99.60.74;https://www.kroketje.be;info@kroketje.be;0471/99.60.74;;;;;https://www.kroketje.be;https://stad.gent/sites/default/files/webform/winkels/10074/aperobox%20haard%20met%20doos.jpg
Kwesto;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/1c356a010eaf3bc7f0c971eafdce244b;Juwelen;Al 20 jaar lang de referentie voor moderne, eigentijdse en persoonlijke juwelen van kunstenaars uit binnen- en buitenland. Ook voor trouwringen in goud en zilver kan u bij ons terecht.;;Hooiaard 4;9000;Gent;092250999;https://www.kwesto.be/nl/;info@kwesto.be;92250999;;;;;https://www.kwesto.be/nl/;https://stad.gent/sites/default/files/webform/winkels/7110/FVdS_Chiara%20illustratie%20venster_4.jpg
Larabesko;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/74d0a997bf186bb66032b8648e335384;Sport;Sportspeciaalzaak voor dans, ballet, yoga en gymnastiek. Schoenen, kledij en accessoires voor groot en klein.;;Bagattenstraat 13;9000;Gent;;http://www.larabesko.com;;;;;;;http://www.larabesko.com;https://stad.gent/sites/default/files/webform/winkels/6709/2014-12-29%2013.32.59.jpg
Larmuseau;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/a0d1226b102ca594258b5a052e92906b;Dranken en voeding;Als oudste Confiserie van Gent kende Larmuseau zijn ontstaan sinds 1913. In het productie atelier te Mariakerke (Gent) produceren we op ambachtelijke manier de gekende 'Gentse Sneeuwballen', de babelutten, het Talamini ijs en onze befaamde cuberdons.;;Eeklostraat 114B;9030;Mariakerke;003292539067;https://www.confiserielarmuseau.com/;;;;;;;https://www.confiserielarmuseau.com/;https://stad.gent/sites/default/files/webform/winkels/8775/collage%20Larmuseau.png
Likeurstokerij D'hondt;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/19abe111f2e28442a087b65996d6819d;Dranken en voeding;Wijnen, sterke dranken, geschenkmanden, private label.;;Nekkersputstraat 217;9000;Gent;;http://www.theartofspirit.be;;;;;;;http://www.theartofspirit.be;https://communicatie-digitaal.gent.be/kooplokaal/Dhondt.jpg
Lingerie Gandor;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/7ae84908d7245185bbb561762d8c60d3;Kleding;;;Lange Violettestraat 45;9000;Gent;092235586;;;;;;;;;https://gandor.be/wp-content/uploads/2021/04/PD_MS_HOLIDAY_SWIMSUIT_SPECIAL_TRIO_YELYOLBEL-0012_2000_0_72_RGB.jpg
Lingerie Potiau;;"Kleding;Schoenen";Lingerie Potiau, de lingeriezaak van Gent met 5 generaties onbetaalbare ervaring. Potiau heeft een uitgebreide keuze in lingerie en badmode voor zowel de mama’s als de jonge dochters. Ook voor borstprothesen kan je bij ons terecht.;;Langemunt 3;9000;Gent;092256038;http://www.potiau.net;info@potiau.net;495382293;;;;;http://www.potiau.net;
Little green stories;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/3011dc4581448f3626667ce58b0468d2;"Accessoires;Boeken;Hobby en DIY;Planten en bloemen;Wonen";Little green stories is een authentieke plantenwinkel gelegen in de Sint-Jacobsnieuwstraat (bij de Oude Beestenmarkt) in Gent. Wij bieden u een gevarieerd en leuk aanbod aan kamerplanten, hangplanten, (hang)potten, manden en plantenaccessoires.;;Sint-Jacobsnieuwstraat 82;9000;Gent;;http://www.littlegreenstories.be;;;;ja;;;http://www.littlegreenstories.be;https://stad.gent/sites/default/files/webform/winkels/6718/inkom%20LGS.jpg
Loeckx veilinghuis;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/9adbb35e420dfd1fdd6889b80431053a;"Accessoires;Boeken;Juwelen;Wonen";Loeckx auctions verkoopt kwalitatieve kunst en antiek wereldwijd. Sinds 1988 zetten wij het oudste Gentse veilinghuis voort met bewezen resultaten. Wij verkopen uw erfstuk of collectie voor de hoogste prijs. www.LOECKX.be;;Ingelandgat 4;9000;Gent;092233793;https://www.loeckx.be;loeckx@live.be;475253793;;;;;https://www.loeckx.be;https://stad.gent/sites/default/files/webform/winkels/7889/A4-LOECKX.jpg
LUX;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/6362a7f8138d9fe9591383a749f2373d;Wonen;"Prachtige winkel met een unieke selectie van smaakvolle verlichting en interieuraccessoires.
Wil je van jouw huis iets unieks maken, dan helpt Laure-Anne jouw daar graag mee verder!";;Onderbergen 43;9000;Gent;;https://www.luxlightstore.be;info@luxlightstore.be;479021810;;;;;https://www.luxlightstore.be;https://stad.gent/sites/default/files/webform/winkels/11671/winkel.jpg
Madame She She;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/5b8a9072c60b2d1461b93678459e2c30;"Accessoires;Juwelen;Kleding";"Met Madame She She toveren wij elke woonkamer om tot een heus winkeltje.
Wij brengen de shop tot bij jou!
Onze belofte: leuke kledij, unieke stukken, kwalitatief en betaalbaar.
Onze missie: kledij voor elke vrouw!";;Beeldhouwersstraat 36;9040;Sint-Amandsberg;0499985713;https://http://www.madamesheshe.be;madamesheshe@gmail.com;499985713;;;;;https://http://www.madamesheshe.be;https://stad.gent/sites/default/files/webform/winkels/11866/MMESHESHE-027.jpg
Mali;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/2a1904a00ba6b203a328dd8ad5fd8fbf;Kleding;Mali biedt de mooiste collectie knitwear!;;Koestraat 20;9000;Gent;09 233 15 20;https://www.maligent.be;info@maligent.be;09 233 15 20;;;;;https://www.maligent.be;https://stad.gent/sites/default/files/webform/winkels/12748/IMG_5851.JPG
Mamazoet;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/76362e088226b0683ceac4a9c917b638;"Kinderen;Speelgoed";Mamazoet is een winkel die het beste wilt voor onze allerkleinsten (0-6J) en voor de wereld waarin ze opgroeien. Dit doen we door steeds te werken met eco en fair made merken. Ook voor jouw duurzame geboortelijst kan je hier terecht!;;Oudenaardsesteenweg 35;9000;Gent;;http://www.mamazoet.be;;;;;;;http://www.mamazoet.be;https://stad.gent/sites/default/files/webform/winkels/6721/MamaZoet-1.jpg
MateriaalMagazijn bv;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/6a59fdf91ceae78957e33874428f0b9c;"Boeken;Hobby en DIY;Kinderen;Kleding;Speelgoed;Sport";Wij zijn een online webshop voor avontuurlijk en uniek speelgoed en (speel)materiaal voor alle speelinitiatieven! Ons aanbod: knutselen, sport en spel, verkleden, gezelschapsspellen, rijdend speelgoed en veel meer. Scherpe prijzen en snelle levering.;;Frans Spaestraat 15;9000;Gent;0499 38 45 87;https://www.materiaalmagazijn.be/;info@materiaalmagazijn.be;0499 38 45 87;;;;;https://www.materiaalmagazijn.be/;https://stad.gent/sites/default/files/webform/winkels/7974/MateriaalMagazijn.jpg
Meike Janssens: poëtisch porselein;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/cb95905a9bb611e9a4a831d0ea5d25fe;"Accessoires;Hobby en DIY;Juwelen;Koken en tafelen;Wonen";"Je kan bij mij terecht voor handgemaakt en uniek porselein, van kleine interieurobjecten, over kunstwerken en sculpturen op je gedekte tafel

Liever zelf aan de slag? Schrijf je in op een bijzondere workshop porselein.";;Ottergemsesteenweg 247;9000;Gent;;https://www.meikejanssens.be/;hallo@meikejanssens.be;497735289;;;;;https://www.meikejanssens.be/;https://communicatie-digitaal.gent.be/kooplokaal/MeikeJanssens.jpg
Mogador;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/7163889db1cd924f823c86f2fa37da4d;Dranken en voeding;Marokkaans restaurant.;;Mageleinstraat 8;9000;Gent;092243915;https://www.mogador-gent.be;reservatiemogador@gmail.com;486656389;;;;;https://www.mogador-gent.be;https://stad.gent/sites/default/files/webform/winkels/11851/IMG_3214.JPG
MuchWOW shop;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/5fb02664eb2937359adf10d7e310316d;"Accessoires;Beauty;Boeken;Dranken en voeding;Hobby en DIY;Huisdieren;Kinderen;Kleding;Muziek, film en games;Speelgoed;Wonen";Het best bewaarde geheim van Gent, een snuisterplek voor Japanse gifts en verzamelobjecten. Van Japanse ceramiek tot cosmetica, van anime speelgoed tot kunstboeken en eye-candy. MuchWOW staat garant voor verwondering, eigenzinnigheid en kwaliteit.;;Haringsteeg 5;9000;Gent;;http://www.muchwowshop.com/;;;;;;;http://www.muchwowshop.com/;https://communicatie-digitaal.gent.be/kooplokaal/muchwowshop.jpg
Nathalie Engels;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/5ffbf202c0d8af330e35418ef1d8ad32;"Kleding;Schoenen";Belgischemode collectie voor Dames en Heren.Waar kennis van de kleur taal in al zijn facetten wordt gebruikt om de schoonheid die vanbinnen zit naar buiten te brengen .More is always More.;;Serpentstraat 1a;9000;Gent;0478439997;https://Www.nathalie-engels.be;info@nathalie-engels.be;478439997;;;;;https://Www.nathalie-engels.be;https://stad.gent/sites/default/files/webform/winkels/10465/IMG_20210310_000410_613.jpg
